Index;ISBN 13;Author ID;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
1731;9,78038E+12;765;528;11/09/2001;3,91;59709;2819
1732;9,78014E+12;765;464;24/10/1998;3,91;349;44
1733;9,78019E+12;765;576;10/06/1999;3,91;74;6
1734;9,7802E+12;607;320;19/10/1997;4,29;13;0
1735;9,7814E+12;680;324;08/06/2004;3,83;282045;9004
1736;9,78074E+12;686;316;25/11/2003;3,9;54558;2937
1737;9,78082E+12;344;160;01/10/2002;4,28;7551;498
1738;9,78159E+12;788;192;01/10/2005;4,58;8;0
1739;9,78074E+12;789;448;15/03/2001;4,16;681;83
1740;9,78193E+12;790;156;10/04/2003;4,1;137;18
1741;9,78087E+12;791;272;30/06/1997;3,95;18;2
1742;9,7808E+12;792;306;07/02/2005;3,98;11163;772
1743;9,78038E+12;793;1040;28/09/1999;4,44;4589;252
1744;9,78074E+12;794;485;01/05/2001;3,95;2923;214
1745;9,78014E+12;795;194;01/01/2009;4,21;101;10
1746;9,78068E+12;795;187;01/09/1995;4,32;29099;900
1747;9,78068E+12;795;230;01/12/1995;4,29;1269;67
1748;9,78035E+12;795;170;01/02/1989;4,4;3542;169
1749;9,78014E+12;795;192;01/07/1995;3,92;601;34
1750;9,78031E+12;796;640;01/12/2004;4,11;104;5
1751;9,78014E+12;797;279;13/01/2007;3,85;2155;182
1752;9,78014E+12;798;220;30/08/2005;3,84;61545;3916
1753;9,78014E+12;798;152;01/10/1999;3,94;18097;1029
1754;9,78069E+12;798;136;06/05/2001;3,69;1930;139
1755;9,78014E+12;798;166;01/09/1998;3,79;3162;183
1756;9,78014E+12;798;176;07/10/2003;3,79;4931;261
1757;9,78014E+12;798;198;01/09/1998;3,84;2976;207
1758;9,78014E+12;799;402;01/11/1999;4,15;2116;164
1759;9,78014E+12;799;1144;27/09/2005;4,28;7210;926
1760;9,78068E+12;799;304;29/11/1994;4,21;496;51
1761;9,78014E+12;799;366;01/04/2000;4,29;1803;146
1762;9,78014E+12;799;305;01/12/1997;4,02;3831;473
1763;9,78039E+12;799;384;12/05/1987;4,15;167;30
1764;9,78159E+12;799;330;01/06/1998;3,79;549;42
1765;9,78159E+12;799;406;31/12/2001;4,19;48;9
1766;9,78014E+12;799;161;01/04/1998;4,18;848;79
1767;9,78068E+12;799;240;29/11/1994;4,23;349;18
1768;9,78068E+12;799;288;24/06/1995;4,4;275;19
1769;9,7801E+12;800;156;05/02/1999;3,88;1552;144
1770;9,7801E+12;800;336;20/05/1999;3,88;539;33
1771;9,7801E+12;801;320;06/01/2005;3,91;79;16
1772;9,78068E+12;802;483;02/06/1997;4,09;57513;2306
1773;9,78081E+12;803;192;17/01/1965;4,34;3151;106
1774;9,78045E+12;319;368;29/01/2002;3,71;688;46
1775;9,78031E+12;793;241;26/09/2006;3,97;606433;34301
1776;9,78042E+12;804;272;09/03/2006;4,18;258;23
1777;9,78079E+12;805;346;20/12/2006;4,19;6274;78
1778;9,78157E+12;806;964;31/03/2006;3,96;448;21
1779;9,78006E+12;807;329;01/08/2001;4,29;161582;9026
1780;9,78087E+12;808;56;01/01/2001;4,13;85143;1284
1781;9,78043E+12;809;400;05/02/2002;4,04;262;32
1782;9,78142E+12;810;256;01/07/2005;4,51;2874;76
1783;9,78006E+12;808;208;10/10/2006;4,22;180;28
1784;9,78193E+12;811;312;01/09/2006;4,35;193;7
1785;9,78014E+12;812;176;02/06/2005;4,13;558799;7239
1786;9,78014E+12;813;89;27/09/1979;4,33;2760;47
1787;9,78014E+12;812;40;02/06/2005;3,86;12;2
1788;9,78031E+12;812;850;17/10/2006;4,39;346;43
1789;9,78067E+12;812;448;15/09/2003;4,43;2143;65
1790;9,78014E+12;812;32;14/10/2002;4,01;4075;121
1791;9,7814E+12;814;288;31/08/2010;3,82;380646;22957
1792;9,78068E+12;814;288;31/01/2006;3,82;1177;163
1793;9,78142E+12;814;10;12/04/2005;3,82;323;120
1794;9,78097E+12;815;326;01/09/2002;4,3;118;13
1795;9,78023E+12;815;178;15/08/1989;4,28;29;3
1796;9,78159E+12;815;378;01/03/2004;4,58;20;2
1797;9,78159E+12;815;435;01/10/2004;4,42;10;1
1798;9,78094E+12;202;118;01/09/1998;4,04;94;12
1799;9,78159E+12;816;144;01/11/2006;4,16;31;4
1800;9,78006E+12;817;336;29/08/2006;3,88;1226;120
1801;9,78006E+12;817;384;31/08/2004;3,81;1614;167
1802;9,78039E+12;150;522;18/03/2003;3,84;2780;334
1803;9,78045E+12;818;208;01/10/2002;3,98;37;2
1804;9,7814E+12;818;128;01/02/2004;4,05;469;30
1805;9,78006E+12;441;228;31/10/2006;3,6;10637;474
1806;9,78031E+12;441;164;09/01/2007;3,72;47315;1446
1807;9,78031E+12;441;313;15/06/1999;4,17;117541;2502
1808;9,78031E+12;441;337;17/06/2002;4,16;103618;1820
1809;9,78031E+12;441;326;16/06/2003;4,17;101730;1878
1810;9,78006E+12;441;312;03/10/2006;3,68;22251;671
1811;9,78032E+12;819;353;01/02/1997;4,25;722;110
1812;9,78014E+12;820;541;30/03/2000;3,75;73757;1571
1813;9,78159E+12;821;56;07/10/2004;3,96;178;22
1814;9,78043E+12;822;244;01/05/1992;3,73;30;5
1815;9,7816E+12;823;424;01/08/2006;4,27;242;37
1816;9,7814E+12;306;320;08/11/2005;3,92;32978;1112
1817;9,78156E+12;824;30;01/08/1989;4,08;835;113
1818;9,78098E+12;825;1200;31/05/2011;4,18;694;63
1819;9,78019E+12;820;463;20/08/1998;3,43;69;8
1820;9,78019E+12;820;528;23/05/2002;3,83;354;37
1821;9,78038E+12;820;576;09/07/2002;3,7;26;1
1822;9,78157E+12;826;384;02/04/2002;3,59;895;78
1823;9,78057E+12;827;167;21/02/2000;4,02;253;15
1824;9,78031E+12;828;192;15/12/1987;3,86;2152;155
1825;9,7804E+12;829;511;01/11/2007;3,65;23107;1295
1826;9,7804E+12;829;212;23/05/2006;3,41;422;47
1827;9,78043E+12;829;453;01/10/2006;3,68;23630;842
1828;9,78043E+12;829;401;28/06/2005;3,78;25822;729
1829;9,78074E+12;830;342;30/12/2003;4,02;193117;2123
1830;9,78077E+12;829;822;01/10/1997;4,29;476;16
1831;9,78043E+12;829;383;30/08/2005;4,04;46084;614
1832;9,78043E+12;829;351;28/12/2004;4,05;57415;920
1833;9,78014E+12;829;11;04/08/2005;3,78;46;8
1834;9,78043E+12;829;356;02/01/2007;3,93;38823;625
1835;9,78006E+12;829;0;26/07/2005;4,16;202;1
1836;9,78043E+12;829;289;03/04/2007;3,41;10084;598
1837;9,78074E+12;829;672;11/11/2003;4,16;30;2
1838;9,78035E+12;831;324;18/07/2006;3,88;4278;178
1839;9,78035E+12;831;384;25/04/2006;3,89;3721;236
1840;9,78074E+12;832;192;01/09/2003;4,22;2762;214
1841;9,78387E+12;833;156;15/01/2006;4,73;144;8
1842;9,78014E+12;834;371;25/02/2003;3,78;16550;813
1843;9,78045E+12;831;384;04/03/2003;3,75;2756;142
1844;9,78035E+12;831;384;28/03/2006;3,98;4889;221
1845;9,78055E+12;831;393;01/05/1993;3,93;10824;185
1846;9,78045E+12;831;432;29/04/1998;3,76;2699;90
1847;9,78055E+12;831;416;01/01/1997;3,84;10047;152
1848;9,78045E+12;831;97;03/06/1997;4,1;932;24
1849;9,78044E+12;831;378;01/07/1989;3,91;28001;301
1850;9,78045E+12;726;400;01/10/2004;3,99;42096;945
1851;9,78051E+12;835;359;27/02/1997;3,8;123;6
1852;9,78031E+12;836;263;01/08/2006;3,55;1166;112
1853;9,7808E+12;837;256;08/06/2001;2,82;23409;877
1854;9,78079E+12;837;496;08/08/2006;3,41;37514;780
1855;9,78079E+12;837;532;01/04/2007;3,41;422;48
1856;9,7814E+12;838;224;23/09/2004;4,3;3510;510
1857;9,78067E+12;839;395;15/06/1986;4,17;2207;271
1858;9,7814E+12;840;197;14/09/2005;4,2;1409;168
1859;9,78142E+12;841;352;07/02/2006;4,13;12509;340
1860;9,78014E+12;842;383;25/07/2006;3,94;27137;1885
1861;9,78006E+12;843;161;11/03/1994;3,82;1844;171
1862;9,78159E+12;844;168;23/01/2006;3,55;330;48
1863;9,78045E+12;502;320;01/07/2003;2,88;3602;295
1864;9,78001E+12;845;384;05/10/1998;4,22;52;2
1865;9,78045E+12;846;895;27/05/2003;4,07;3127;205
1866;9,78068E+12;846;798;01/08/1995;4,07;86527;2004
1867;9,78141E+12;847;355;17/05/2007;4,28;9043;424
1868;9,78014E+12;848;160;12/01/2004;3,73;180;27
1869;9,78079E+12;849;191;01/05/2004;3,64;803;8
1870;9,78088E+12;850;208;01/01/1993;4,18;1164;154
1871;9,78014E+12;812;176;05/04/2001;4,1;45253;1934
1872;9,78014E+12;812;32;24/03/2003;3,78;13986;525
1873;9,78014E+12;812;67;05/04/2001;3,68;23558;1092
1874;9,78038E+12;812;240;11/09/2001;4,14;15116;663
1875;9,78159E+12;812;56;26/09/2006;3,44;511;65
1876;9,78014E+12;812;209;05/04/2001;4,08;17327;992
1877;9,78088E+12;851;640;31/05/1987;4,04;307;23
1878;9,78038E+12;812;146;10/09/2002;4,01;328542;4733
1879;9,78038E+12;812;224;12/02/2002;4,09;46753;1672
1880;9,78014E+12;812;208;01/05/1986;3,89;8170;620
1881;9,78038E+12;812;96;11/06/2002;4,05;83723;2503
1882;9,78014E+12;812;32;29/11/2001;3,82;17232;713
1883;9,78158E+12;852;229;19/08/2004;4,13;159883;7012
1884;9,78159E+12;853;97;01/10/2006;3,58;67;8
1885;9,78074E+12;854;311;07/04/2003;4,03;7;0
1886;9,78032E+12;819;353;02/02/1998;4,25;27674;2030
1887;9,78032E+12;819;329;30/08/2005;4,07;10633;701
1888;9,78032E+12;819;343;13/12/2005;4,23;32876;2406
1889;9,78035E+12;819;273;01/04/2000;3,86;18335;1155
1890;9,78158E+12;855;301;15/10/2006;3,42;33;4
1891;9,78007E+12;856;228;17/09/2003;3,85;297;33
1892;9,78076E+12;857;392;01/01/2003;4,06;23;2
1893;9,78068E+12;858;512;04/04/1999;4,12;5305;341
1894;9,78034E+12;859;529;21/02/2005;4,02;6985;957
1895;9,78039E+12;860;368;01/08/2004;3,38;1748;260
1896;9,78035E+12;861;311;31/01/2006;3,45;234;77
1897;9,78045E+12;862;336;01/04/1999;4,01;308;20
1898;9,78076E+12;863;480;01/11/2006;3,75;34;6
1899;9,78038E+12;859;426;09/10/2001;4,05;20880;1728
1900;9,78075E+12;209;288;01/01/1993;3,74;179;4
1901;9,78074E+12;864;480;01/06/2004;4,08;11676;341
1902;9,78045E+12;865;368;07/09/2004;4;4208;298
1903;9,78031E+12;441;321;15/07/1998;4,15;125114;2883
1904;9,78006E+12;441;234;25/07/2006;3,67;11968;387
1905;9,78006E+12;441;219;29/11/2005;3,7;12152;449
1906;9,78074E+12;441;1016;26/04/2001;4,31;2983;168
1907;9,78031E+12;441;336;15/06/2001;4,19;108961;2082
1908;9,78039E+12;647;208;02/11/1999;3,43;35998;2445
1909;9,7814E+12;866;288;06/04/2004;3,43;6;0
1910;9,78039E+12;647;263;02/11/1999;3,58;8285;543
1911;9,7801E+12;647;245;28/10/2004;3,63;30776;1515
1912;9,78039E+12;647;149;29/12/1998;3,44;7938;490
1913;9,78068E+12;647;128;01/11/1994;3,41;11116;836
1914;9,78037E+12;867;279;07/02/2006;3,57;7;1
1915;9,7885E+12;868;304;28/02/2005;3,28;5;0
1916;9,78031E+12;434;192;29/06/2007;4,1;5541;498
1917;9,78079E+12;434;209;01/01/2001;4,1;3;1
1918;9,78097E+12;869;252;09/03/2004;3,86;89;2
1919;9,78189E+12;870;228;01/02/2000;3,7;22;2
1920;9,78047E+12;871;272;04/04/1984;4,27;22;2
1921;9,78076E+12;872;32;01/08/2002;3,75;4;0
1922;9,78006E+12;639;9;23/05/2006;4,15;61;11
1923;9,78158E+12;873;382;01/09/2006;3,7;4171;161
1924;9,7814E+12;874;240;15/10/2006;4,14;21;1
1925;9,78055E+12;875;222;16/09/1993;3,95;283199;4997
1926;9,78074E+12;875;0;02/05/2006;3,95;121;33
1927;9,78079E+12;875;248;01/06/1994;3,95;11;2
1928;9,78068E+12;414;447;02/03/1993;4,06;4246;195
1929;9,78014E+12;258;474;06/05/2003;4;549271;11117
1930;9,78043E+12;876;294;07/11/2006;3,99;1335;59
1931;9,78081E+12;877;368;05/09/2006;3,88;30;7
1932;9,78043E+12;876;312;01/11/2005;3,68;1221;66
1933;9,78014E+12;878;368;07/03/2006;3,13;68363;5816
1934;9,78006E+12;878;253;26/12/1996;3,95;572;70
1935;9,78006E+12;878;240;11/10/2016;4,13;2366;231
1936;9,78159E+12;344;125;01/04/2006;4,3;782;76
1937;9,78039E+12;879;320;17/12/2006;3,86;1033;171
1938;9,78074E+12;880;247;13/09/2005;3,71;458;66
1939;9,78055E+12;879;368;01/07/2002;3,98;153;14
1940;9,78031E+12;881;352;15/09/1996;3,71;169;29
1941;9,78001E+12;882;512;01/05/2006;3,88;25;2
1942;9,78141E+12;209;352;03/07/2003;4,02;9;2
1943;9,78076E+12;883;192;29/04/2001;3,89;38;3
1944;9,78045E+12;209;162;01/05/1998;3,94;2167;101
1945;9,78193E+12;209;3;03/05/2005;3,94;62;6
1946;9,7802E+12;209;102;28/07/2005;3,94;126;7
1947;9,7802E+12;209;99;15/08/2002;3,94;14;3
1948;9,78044E+12;884;224;01/11/2004;4,08;9175;157
1949;9,78044E+12;884;203;01/05/2004;4,1;9256;196
1950;9,7814E+12;885;256;14/03/2006;4,08;1070;73
1951;9,7814E+12;885;227;12/11/2002;3,98;33028;1493
1952;9,78142E+12;885;10;02/03/2005;4,08;133;23
1953;9,78038E+12;885;198;20/04/2004;4,02;480;28
1954;9,78039E+12;886;1090;12/07/1978;3,72;317;55
1955;9,7816E+12;887;81;08/08/2006;4,05;475;37
1956;9,78477E+12;886;238;26/10/2001;3,74;46;5
1957;9,78038E+12;885;227;18/04/2006;4,06;386;37
1958;9,78038E+12;885;233;19/04/2005;4,08;22026;912
1959;9,78349E+12;885;238;01/02/2002;3,96;11;3
1960;9,78349E+12;885;240;01/02/2003;3,98;2;2
1961;9,78038E+12;885;213;17/04/2007;4,07;20290;974
1962;9,7814E+12;885;235;06/02/2003;3,78;208669;9489
1963;9,78038E+12;888;368;11/09/2001;3,76;12356;941
1964;9,78156E+12;889;397;01/12/1995;3,91;8;1
1965;9,78035E+12;573;222;10/10/2000;3,34;1113;60
1966;9,78052E+12;573;718;21/05/1995;3,83;304;8
1967;9,78084E+12;890;240;01/09/2002;3,99;11;4
1968;9,78035E+12;891;216;12/07/1987;4,08;49;5
1969;9,78059E+12;892;170;01/09/1997;3,77;3856;119
1970;9,78032E+12;893;293;01/06/2000;4,11;5480;438
1971;9,78025E+12;894;282;01/07/1991;4,17;273;21
1972;9,78184E+12;895;558;31/12/2001;4,33;1552;33
1973;9,78062E+12;896;326;25/05/2000;3,82;5290;321
1974;9,78207E+12;896;1344;04/09/2002;4,1;9;1
1975;9,78062E+12;896;464;25/05/2000;4,03;2090;123
1976;9,78062E+12;896;400;25/05/2000;4;2185;137
1977;9,78079E+12;888;410;15/10/2006;3,6;805;108
1978;9,78019E+12;626;1054;20/08/1998;4,32;235;26
1979;9,78087E+12;626;128;01/10/1993;4,36;210;14
1980;9,78014E+12;897;1276;27/05/2003;4,25;647271;14249
1981;9,78074E+12;897;620;01/05/2004;4,25;193;26
1982;9,78038E+12;897;1462;11/06/2002;4,25;9921;586
1983;9,78055E+12;626;1072;01/04/1984;4,32;1022;154
1984;9,78045E+12;626;560;07/03/2006;4,21;2041;183
1985;9,78047E+12;898;590;09/09/1994;3,86;112;4
1986;9,78081E+12;899;240;15/10/1998;3,83;69;11
1987;9,78076E+12;627;128;07/11/2000;3,72;30;0
1988;9,78092E+12;900;129;01/11/1986;3,92;1;0
1989;9,78014E+12;626;671;31/12/2002;4,21;483122;10265
1990;9,78039E+12;626;690;01/04/1964;4,21;34;5
1991;9,78076E+12;901;272;16/10/2003;3,87;37;2
1992;9,78039E+12;714;412;20/09/1989;4,08;363;41
1993;9,78014E+12;897;246;24/04/2003;3,8;10208;598
1994;9,78019E+12;902;256;30/03/2000;3,99;15211;411
1995;9,78014E+12;897;546;27/04/2006;3,93;292;23
1996;9,78081E+12;897;448;14/09/2004;3,89;1172;70
1997;9,78006E+12;670;848;31/08/2004;4,09;11330;1011
1998;9,78031E+12;903;800;16/05/2004;4,1;16264;621
1999;9,78077E+12;904;291;10/08/1998;3,75;1036;171
2000;9,78079E+12;905;243;15/07/2003;3,9;96614;3718
2001;9,78014E+12;878;302;04/10/2005;4,05;1284;169
2002;9,78023E+12;344;100;01/11/1994;4,26;8024;317
2003;9,78159E+12;344;219;01/04/2006;4,2;122;11
2004;9,78073E+12;906;252;01/02/2007;4,07;102;10
2005;9,78006E+12;687;546;05/07/2005;4,06;613758;19846
2006;9,78057E+12;687;616;10/01/2000;4,06;1390;187
2007;9,78006E+12;907;592;17/08/2004;3,76;10537;806
2008;9,78031E+12;908;448;08/10/2003;4,16;1171;135
2009;9,78035E+12;909;251;26/12/2006;3,99;4698;202
2010;9,78159E+12;910;603;01/05/2006;4,22;4180;104
2011;9,78159E+12;911;40;30/09/2005;3,76;20;5
2012;9,78157E+12;912;225;02/05/2000;3,75;298;8
2013;9,78088E+12;913;585;21/06/2007;3,92;37;1
2014;9,78156E+12;914;496;09/05/2005;4,59;16;2
2015;9,78141E+12;915;307;01/01/2006;3,33;3;0
2016;9,78096E+12;916;191;01/01/1996;4,58;38;2
2017;9,78006E+12;917;221;09/01/2001;4,13;66;7
2018;9,78074E+12;918;480;08/06/2004;3,68;72;4
2019;9,78079E+12;919;390;01/04/2000;3,68;36;0
2020;9,78062E+12;3;111;15/11/2004;4,25;7043;767
2021;9,78062E+12;3;386;15/11/2004;3,92;166136;4750
2022;9,78062E+12;920;288;06/06/2000;4,08;9057;312
2023;9,78035E+12;3;251;12/11/1986;3,99;4200;145
2024;9,78189E+12;921;323;09/05/2005;3,79;39;2
2025;9,78026E+12;3;240;02/05/2006;3,93;3441;78
2026;9,78062E+12;922;80;02/10/2003;4,14;7649;31
2027;9,78066E+12;923;169;31/10/2003;4,09;577;67
2028;9,78026E+12;3;465;04/02/2002;4,17;102;5
2029;9,78062E+12;924;398;01/06/2005;3,71;6230;109
2030;9,78159E+12;925;244;08/10/2003;4,01;1354;53
2031;9,78035E+12;3;367;01/06/1992;3,83;10727;203
2032;9,78001E+12;3;150;05/02/2001;4,05;2357;97
2033;9,78062E+12;922;192;06/11/2002;4,47;8051;34
2034;9,78035E+12;926;211;12/08/1972;3,76;13;0
2035;9,7814E+12;3;56;22/02/2002;4,5;151;16
2036;9,78068E+12;927;388;27/09/2005;3,92;983;79
2037;9,78014E+12;928;238;28/10/1993;4,07;155;10
2038;9,78016E+12;321;358;02/01/2006;4,14;7633;975
2039;9,78193E+12;929;128;01/06/2000;4;15;4
2040;9,78047E+12;930;452;01/11/2003;4,37;660;92
2041;9,78067E+12;931;304;31/12/1987;4,23;134;12
2042;9,78079E+12;932;144;06/12/2006;3,97;24754;859
2043;9,78037E+12;933;192;24/11/2000;3,33;3;0
2044;9,78026E+12;934;285;01/06/2004;3,6;0;0
2045;9,7803E+12;935;636;22/02/1995;4,19;26;2
2046;9,78088E+12;936;248;01/05/1992;3,77;100;3
2047;9,78052E+12;937;907;01/10/2003;4,27;3;0
2048;9,78081E+12;938;258;27/06/2006;3,54;61;10
2049;9,78031E+12;939;359;27/06/2006;4,09;23318;1704
2050;9,7808E+12;940;289;26/01/2004;3,46;65998;2497
2051;9,78001E+12;940;289;03/05/2005;3,46;509;65
2052;9,78097E+12;61;943;01/12/1990;3,97;299;14
2053;9,78074E+12;941;288;17/01/2006;4,27;808656;46176
2054;9,78142E+12;942;250;01/06/2006;3,62;389;37
2055;9,78074E+12;943;160;15/10/2002;4,01;86;6
2056;9,78038E+12;802;563;30/09/2006;3,63;39;12
2057;9,78038E+12;802;246;07/12/1999;3,58;4630;272
2058;9,7801E+12;802;793;06/07/2006;3,63;3541;274
2059;9,78038E+12;306;290;05/02/2002;3,93;37996;1631
2060;9,78045E+12;726;289;01/08/2003;4,17;131662;4267
2061;9,78035E+12;944;634;03/03/1997;3,68;87;7
2062;9,78344E+12;944;728;01/07/1999;3,68;6;1
2063;9,78055E+12;945;448;03/08/2004;4,06;8113;234
2064;9,78045E+12;726;356;01/05/2003;3,84;74386;1674
2065;9,78078E+12;946;491;25/04/2006;4,2;10716;1029
2066;9,78032E+12;726;358;10/06/2002;3,84;717;57
2067;9,78142E+12;947;367;01/07/2005;4,17;15270;485
2068;9,78156E+12;948;112;01/09/1999;3,6;5;1
2069;9,78039E+12;176;304;17/09/2006;4,18;24677;1924
2070;9,78039E+12;949;468;17/09/1996;4,08;1093;77
2071;9,78081E+12;950;228;08/06/2004;3,97;9648;587
2072;9,78038E+12;950;257;08/07/2003;3,98;8009;455
2073;9,78038E+12;950;225;02/07/2002;3,88;16133;1099
2074;9,78081E+12;950;223;19/04/2005;3,92;10040;439
2075;9,7814E+12;950;320;29/05/2007;3,55;36;8
2076;9,7834E+12;950;254;01/08/2003;3,88;2;1
2077;9,78043E+12;951;176;15/10/1986;4,21;1332;64
2078;9,78159E+12;952;380;25/07/2006;4,09;12;1
2079;9,7819E+12;952;64;28/11/2006;4,35;772;21
2080;9,78038E+12;952;108;20/09/2005;4,31;2786;77
2081;9,7819E+12;952;208;26/11/2013;4,17;504;23
2082;9,78022E+12;952;69;20/11/2003;4,09;1411;32
2083;9,78014E+12;953;155;25/10/2005;3,77;1929;193
2084;9,78184E+12;954;366;11/10/2001;3,76;44664;1483
2085;9,78057E+12;955;199;21/02/1994;3,76;97;2
2086;9,78077E+12;956;432;15/06/1998;4,19;12034;285
2087;9,7814E+12;957;232;02/05/2006;4,14;3187;267
2088;6,45241E+11;958;438;31/05/2000;4,31;5495;295
2089;9,78061E+12;959;397;20/04/1999;3,93;317;32
2090;9,78085E+12;960;306;19/11/2006;4,33;2068;63
2091;9,78156E+12;961;126;01/04/2000;3,8;3378;137
2092;9,78157E+12;962;384;01/09/1997;3,99;64;8
2093;9,78014E+12;963;329;25/03/2003;3,61;108179;3536
2094;9,78039E+12;963;490;01/05/2007;3,61;359;35
2095;9,78963E+12;963;368;01/08/2005;3,61;27;8
2096;9,78045E+12;963;256;06/06/2006;3,61;419;46
2097;9,78044E+12;964;144;14/01/2003;3,94;220;38
2098;9,78157E+12;72;0;01/04/2006;4,11;75;2
2099;9,78006E+12;72;448;30/05/2006;4,07;1608;212
2100;9,78186E+12;72;416;21/09/1995;4,07;376;53
2101;9,78081E+12;965;356;30/12/2003;3,61;106493;6561
2102;9,78068E+12;488;457;23/04/1991;4,28;2965;358
2103;9,78074E+12;488;12;26/04/2005;3,89;787;239
2104;9,78044E+12;966;40;01/10/2005;3,97;34;5
2105;9,78001E+12;965;343;02/01/2004;3,61;325;56
2106;9,78006E+12;967;368;10/01/2006;3,79;205;27
2107;9,78045E+12;712;122;06/05/2003;3,93;2111750;29677
2108;9,78039E+12;968;28;12/02/1984;3,86;35;4
2109;9,78014E+12;102;182;01/10/1999;3,68;2036679;26199
2110;9,78014E+12;969;752;03/10/2000;4,11;91;10
2111;9,78159E+12;970;256;28/03/2005;3,72;264;35
2112;9,78845E+12;563;186;01/04/2004;3,99;5733;606
2113;9,78006E+12;971;431;28/11/2006;3,5;59354;2540
2114;9,78052E+12;971;688;01/03/1993;4,06;1004;31
2115;9,78045E+12;972;416;05/08/2003;3,72;17135;654
2116;9,78052E+12;971;720;06/03/1994;3,99;960;27
2117;9,78006E+12;971;400;05/11/2002;3,95;7084;514
2118;9,78061E+12;971;399;30/08/2004;3,63;42645;717
2119;9,78006E+12;971;327;28/10/2003;3,89;202043;2850
2120;9,78006E+12;971;442;28/10/2003;3,59;144636;1546
2121;9,78006E+12;971;304;29/08/2006;3,67;28367;1096
2122;9,78074E+12;971;0;29/08/2006;4,16;267;7
2123;9,78031E+12;971;480;04/04/2006;4,02;451443;3647
2124;9,78006E+12;971;266;05/11/2002;3,36;21457;576
2125;9,78035E+12;971;204;13/01/1989;3,48;4828;97
2126;9,78035E+12;971;182;07/04/1999;3,63;18;1
2127;9,78019E+12;973;384;15/07/1999;3,97;366;21
2128;9,78013E+12;974;736;01/03/2005;3,5;231;16
2129;9,78006E+12;975;76;30/12/1998;4,22;3722;339
2130;9,78074E+12;976;432;03/10/2005;3,82;546;53
2131;9,78039E+12;977;551;16/05/2002;3,94;125;6
2132;9,78045E+12;977;240;07/03/2006;4,26;14962;61
2133;9,78039E+12;977;479;12/11/1979;3,67;11;5
2134;9,78049E+12;977;82;20/10/1994;3,9;76944;1636
2135;9,78014E+12;977;336;27/03/2003;3,9;265;10
2136;9,7814E+12;978;78;05/08/2003;3,79;181;26
2137;9,7814E+12;978;80;20/07/2004;3,79;3192;307
2138;9,78039E+12;979;232;17/02/1996;3,81;663;48
2139;9,78159E+12;979;224;01/07/2003;4,03;38114;793
2140;9,78049E+12;979;88;12/04/1996;4,03;2474;126
2141;9,78023E+12;980;118;23/05/2002;3,76;433;20
2142;9,78014E+12;358;306;30/01/2003;3,57;194738;3485
2143;9,78019E+12;358;422;10/03/2005;3,57;258;21
2144;9,7814E+12;358;0;01/10/2006;3,57;4;1
2145;9,78079E+12;981;64;29/01/2008;3,35;13;3
2146;9,7814E+12;982;160;28/03/2006;3,97;933;26
2147;9,78184E+12;358;3;01/01/2001;3,57;8;0
2148;9,78006E+12;983;704;02/08/2005;4,03;40049;2391
2149;9,78001E+12;984;230;04/04/2005;4,08;3472;251
2150;9,78045E+12;984;481;01/10/2006;4,12;17227;662
2151;9,78045E+12;984;208;01/12/1982;4,08;274;28
2152;9,78068E+12;984;784;04/12/2001;4,08;3787;84
2153;9,78082E+12;627;72;28/07/1980;3,67;3;0
2154;9,78014E+12;985;288;21/09/2006;3,92;565524;7255
2155;9,78068E+12;73;21;26/11/1996;4,08;27139;731
2156;9,78039E+12;73;58;24/07/2012;4,17;8967;351
2157;9,78039E+12;73;64;12/08/1959;4,13;4344;262
2158;9,78039E+12;73;64;12/09/1947;4,06;4560;253
2159;9,78068E+12;73;61;11/11/1997;4,17;289;4
2160;9,78068E+12;73;64;10/10/1990;4,18;89920;1207
2161;9,78039E+12;73;56;09/12/1989;4,04;13097;324
2162;9,78001E+12;73;36;01/11/2005;4,01;5868;162
2163;9,78068E+12;73;72;24/02/1998;4,35;260054;3532
2164;9,78001E+12;73;48;06/05/2003;4,2;16917;444
2165;9,78193E+12;73;64;01/03/2003;4,18;29;4
2166;9,78081E+12;73;61;14/10/2003;4,42;50844;160
2167;9,78068E+12;73;56;11/01/1995;3,87;3196;137
2168;9,78157E+12;986;272;01/09/2001;4,16;1282;102
2169;9,78038E+12;73;64;05/01/2005;4,08;8;0
2170;9,78087E+12;73;75;06/05/2005;4,17;63;9
2171;9,78001E+12;987;62;04/08/2003;4,12;31251;494
2172;9,78006E+12;988;262;03/04/2001;3,95;1844;220
2173;9,78014E+12;488;246;31/08/2000;4,15;32544;1610
2174;9,78069E+12;989;320;04/11/2001;4,22;172;22
2175;9,78188E+12;488;916;01/10/1996;4,41;547;39
2176;9,78075E+12;990;275;08/10/2001;3,67;30;3
2177;9,7814E+12;88;227;13/02/2007;3,89;120758;8711
2178;9,78094E+12;991;224;31/08/2001;4,01;269;26
2179;9,78068E+12;88;320;27/04/1993;3,83;1205;100
2180;9,78852E+12;88;224;24/05/2006;3,89;82;9
2181;9,78074E+12;992;130;06/09/2001;4,35;68;1
2182;9,78074E+12;993;128;01/03/2002;4,01;416;11
2183;9,78014E+12;329;536;01/01/1994;3,5;701;78
2184;9,78014E+12;329;625;01/09/2001;3,5;1022;165
