;ISBN 13;Book title
8108;9780736909525;The Rapture: Who Will Face the Tribulation
8109;9781414305776;The Regime: Evil Advances  (Before They Were Left Behind  #2)
8110;9780842361934;The Rising: Antichrist is Born  (Before They Were Left Behind  #1)
8111;9780618471164;The Earth and Its Peoples: Volume II
8112;9780618427697;The Earth and Its Peoples: A Global History  Volume C: Since 1750
8113;9780192838056;The Life of Charlotte Brontë
8114;9780140432671;The Juvenilia of Jane Austen and Charlotte Brontë
8115;9781840220605;Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall
8116;9780449911723;Morgan's Passing
8117;9780345477248;Back When We Were Grownups
8118;9780449911808;Celestial Navigation
8119;9780345485595;Breathing Lessons
8120;9780449911891;The Tin Can Tree
8121;9780312333751;Inside the Mind of Gideon Rayburn (Midvale Academy  #1)
8122;9781551521916;Patience & Sarah
8123;9781400034208;The Razor's Edge
8124;9780753821862;Razor's Edge: The Unofficial History of the Falklands War
8125;9781853260216;Tom Jones
8126;9780451529794;Clarissa  Or The History of a Young Lady
8127;9780563504078;The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5)
8128;9780446676489;The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3)
8129;9780446675239;The Celestine Vision: Living the New Spiritual Awareness
8130;9780688166250;The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense
8131;9780312989385;The Janson Directive (Paul Janson  #1)
8132;9780312990718;The Moscow Vector (Covert-One  #6)
8133;9780312990695;The Ambler Warning
8134;9780940450820;Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc
8135;9780143037613;Bleak House
8136;9780375761140;Our Mutual Friend
8137;9780192806949;A Christmas Carol and Other Christmas Books
8138;9780141439969;Little Dorrit
8139;9781931082099;Baseball: a Literary Anthology
8140;9780752858494;The Bourne Ultimatum (Jason Bourne  #3)
8141;9780312982515;The Sigma Protocol
8142;9780553271096;The Road to Gandolfo
8143;9780446699075;The Arctic Event (Covert-One  #7)
8144;9781593978860;The Altman Code (Covert-One  #4)
8145;9780752858630;The Matlock Paper
8146;9780571211500;Fat Pig
8147;9781572705647;Hickory Dickory Dock (Hercule Poirot  #32)
8148;9780451199928;A Caribbean Mystery (Miss Marple  #10)
8149;9780517035801;Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library
8150;9780451199935;At Bertram's Hotel
8151;9780451200181;Nemesis (Miss Marple  #12)
8152;9780792737360;A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation
8153;9780451201157;Murder at the Vicarage (Miss Marple  #1)
8154;9780006499619;Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel)
8155;9780060741044;The Dance of Anger
8156;9780515141665;Dance of the Gods (Circle Trilogy  #2)
8157;9781563054426;Barnyard Dance
8158;9780060916466;The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships
8159;9780553525632;4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas)
8160;9780099460176;Blood Canticle (The Vampire Chronicles #10)
8161;9780345434807;The Vampire Armand (The Vampire Chronicles  #6)
8162;9788466302203;Violin
8163;9780345396938;Cry to Heaven
8164;9780099471431;Lasher (Lives of the Mayfair Witches  #2)
8165;9780099271499;Blood And Gold (The Vampire Chronicles  #8)
8166;9780312941468;Hot Stuff (Cate Madigan #1)
8167;9780312877514;Lovelock (Mayflower Trilogy  #1)
8168;9780061093982;Treasure Box
8169;9780312876623;Songmaster
8170;9781573456630;Stone Tables
8171;9780231121897;William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews
8172;9780425058190;Hart's Hope
8173;9780765304742;Children of the Mind (Ender's Saga  #4)
8174;9780765308405;Maps in a Mirror: The Short Fiction of Orson Scott Card
8175;9781582971032;How to Write Science Fiction & Fantasy
8176;9780060545628;What Came Before He Shot Her (Inspector Lynley  #14)
8177;9780060545611;With No One as Witness (Inspector Lynley  #13)
8178;9780553575095;Deception on His Mind (Inspector Lynley  #9)
8179;9780736904896;Becoming a Woman of Beauty and Strength: Esther
8180;9780553575101;In Pursuit of the Proper Sinner (Inspector Lynley  #10)
8181;9780736904940;A Woman's High Calling Growth and Study Guide
8182;9780736908160;Living with Passion and Purpose: Luke (Woman After God's Own Heart)
8183;9780736913829;Loving God with All Your Mind
8184;9781400065875;Ariel Sharon: A Life
8185;9780736910194;Life Management for Busy Woman: Growth and Study Guide
8186;9780736911689;A Wife After God's Own Heart Growth and Study Guide
8187;9780786718610;Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love
8188;9780571205219;The Journals of Sylvia Plath
8189;9780571201150;Letters Home
8190;9780231124270;The Poetry of Sylvia Plath
8191;9780060834005;Black Boy
8192;9781400054879;Angry Black White Boy
8193;9780758207746;Bad Boys In Black Tie (Watson Brothers  #3)
8194;9780141318301;The Twits
8195;9780451528568;Far from the Madding Crowd
8196;9780141439655;Far From the Madding Crowd
8197;9780192801494;Far From the Madding Crowd
8198;9780140620474;Far from the Madding Crowd
8199;9780393092103;Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism
8200;9781591024507;Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry
8201;9780380813735;A Dance At The Slaughterhouse (Matthew Scudder  #9)
8202;9780534613037;Slaughterhouse Blues: The Meat and Poultry Industry in North America
8203;9780439746854;Inky The Indigo Fairy (Rainbow Magic  #6)
8204;9780439744669;Sunny The Yellow Fairy (Rainbow Magic  #3)
8205;9780439746847;Sky The Blue Fairy (Rainbow Magic  #5)
8206;9780439746861;Heather The Violet Fairy (Rainbow Magic  #7)
8207;9780439738613;Ruby the Red Fairy (Rainbow Magic  #1)
8208;9780618056736;Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder
8209;9780500277591;The Rainbow Goblins
8210;9780684839295;The Serpent and the Rainbow
8211;9780451530301;The Rainbow
8212;9780345452887;Standing in the Rainbow (Elmwood Springs  #2)
8213;9780743487740;The Scarlet Pimpernel
8214;9780899664590;Adventures of the Scarlet Pimpernel
8215;9780764228490;Love's Enduring Promise (Love Comes Softly  #2)
8216;9780451530172;Of Human Bondage
8217;9780688172176;Phantoms in the Brain: Probing the Mysteries of the Human Mind
8218;9781579652524;Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent
8219;9780195172416;Curry: A Tale of Cooks and Conquerors
8220;9781904920359;50 Great Curries of India
8221;9780446670784;Curries Without Worries
8222;9780811213769;In Search of Duende
8223;9780811200912;The Selected Poems of Federico García Lorca
8224;9780807062135;Lorca & Jimenez: Selected Poems
8225;9783379017060;Also sprach Zarathustra: Ein Buch für Alle und Keinen.
8226;9780691017389;Seminar on Nietzsche's Zarathustra
8227;9780618611690;The Polar Express
8228;9780618477906;Trip To The North Pole (The Polar Express: The Movie)
8229;9780425198735;Blow Fly (Kay Scarpetta  #12)
8230;9780486270616;The Gift of the Magi and Other Short Stories
8231;9780553150322;James and the Giant Peach
8232;9780140817782;Ten Short Stories Book & Cd Pack (Penguin Student Editions)
8233;9781844164035;The Ultramarines Omnibus (Ultramarines #1-3)
8234;9781593076191;Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2
8235;9781844164165;The Soul Drinkers Omnibus (Soul Drinkers #1-3)
8236;9780141311357;James and the Giant Peach
8237;9780142407912;James and the Giant Peach: a Play
8238;9780140382976;James & The Giant Peach (Disney's)
8239;9780375724701;The Progress of Love
8240;9780192840745;A Memoir of Jane Austen and Other Family Recollections
8241;9780771014178;The Jane Austen Cookbook
8242;9780143039501;The Complete Novels
8243;9780521498678;The Cambridge Companion to Jane Austen
8244;9780758210371;The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1)
8245;9780143035169;Jane Austen: A Life
8246;9781840220551;The Complete Novels of Jane Austen
8247;9780141439686;Persuasion
8248;9781565120556;The History of England
8249;9780553578171;Jane and the Wandering Eye (Jane Austen Mysteries  #3)
8250;9781590172193;Dante: Poet of the Secular World
8251;9781400092963;Me Alquilo Para Soñar (Taller de Guión  #62)
8252;9780471197058;Silent Running
8253;9789681317089;La increíble y triste historia de la cándida Eréndira y de su abuela desalmada
8254;9780679722052;The Story of a Shipwrecked Sailor
8255;9789875801448;El Dia Que Nietzsche Lloró
8256;9783150071236;Zur Genealogie der Moral
8257;9780231138765;Nietzche and Philosophy
8258;9780394704371;The Will to Power
8259;9780671739164;The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers
8260;9780199264797;The Oxford Companion to Philosophy
8261;9781405161602;South Park and Philosophy: You Know  I Learned Something Today
8262;9780812695731;Superheroes and Philosophy: Truth  Justice  and the Socratic Way
8263;9780812694338;The Simpsons and Philosophy: The D'oh! of Homer
8264;9780764551536;Philosophy for Dummies
8265;9780156717205;The Philosophy of Andy Warhol (From A to B and Back Again)
8266;9780812694550;Harry Potter and Philosophy: If Aristotle Ran Hogwarts
8267;9780534543648;Philosophy of Religion: An Anthology
8268;9780826468956;A History of Philosophy 1: Greece and Rome
8269;9780631186274;Western Philosophy: An Anthology
8270;9780812695830;Star Wars and Philosophy: More Powerful than You Can Possibly Imagine
8271;9780812696110;Bullshit and Philosophy
8272;9780140447804;The Consolation of Philosophy
8273;9780195145816;Philosophy of Mind: Classical and Contemporary Readings
8274;9780812696011;The Undead and Philosophy: Chicken Soup for the Soulless
8275;9780226066660;Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida
8276;9780199296095;An Introduction to Political Philosophy
8277;9780691019581;A Source Book in Indian Philosophy
8278;9780415327732;Philosophy: The Basics
8279;9780789430748;A Young Person's Guide To Philosophy
8280;9780465056743;Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought
8281;9780521654081;Practical Philosophy
8282;9780872204201;Discourse on Method and Meditations on First Philosophy
8283;9780872207806;Readings in Classical Chinese Philosophy
8284;9780495128441;Logic and Philosophy: A Modern Introduction
8285;9780226777108;History of Political Philosophy
8286;9780674013735;What Is Ancient Philosophy?
8287;9780803272712;Lectures on the History of Philosophy 1: Greek Philosophy to Plato
8288;9780812694093;Seinfeld and Philosophy
8289;9780130422538;Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences
8290;9781840465761;Introducing Philosophy
8291;9780812695021;The Matrix and Philosophy: Welcome to the Desert of the Real
8292;9780415267632;A Short History of Modern Philosophy (Routledge Classics)
8293;9780198752721;Ancient Philosophy
8294;9780812694536;Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?]
8295;9780898702620;Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love
8296;9780136626282;Philosophy of Religion
8297;9780140448153;Early Greek Philosophy
8298;9780198782742;Contemporary Political Philosophy
8299;9780812695311;Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale
8300;9780415356299;Philosophy: The Classics
8301;9780195325928;The Oxford Handbook of Philosophy of Mathematics and Logic
8302;9780875428321;Three Books of Occult Philosophy
8303;9780316013345;Philosophy Made Simple
8304;9780198752127;The Philosophy of Biology
8305;9780451528308;Ten Great Works of Philosophy
8306;9780691020167;Philosophy and the Mirror of Nature
8307;9780618251322;The Best American Sports Writing 2003
8308;9780060838638;Walking the Bible: A Journey by Land Through the Five Books of Moses
8309;9780596009410;Mac OS X: Tiger Edition (The Missing Manual)
8310;9780785116776;Astonishing X-Men  Volume 2: Dangerous
8311;9780744001402;FINAL FANTASY X Official Strategy Guide
8312;9780785120193;Ultimate X-Men  Vol. 14: Phoenix?
8313;9780785115311;Astonishing X-Men  Volume 1: Gifted
8314;9780374131944;Cross-X
8315;9780785117599;Astonishing X-Men  Volume 3: Torn
8316;9781569319499;X/1999  Volume 01: Prelude
8317;9781569319505;X/1999  Volume 02: Overture
8318;9789861146096;鋼之鍊金術師 1
8319;9789861146140;鋼之鍊金術師 6
8320;9789861156538;鋼之鍊金術師 10
8321;9789861146126;鋼之鍊金術師 4
8322;9789861156521;鋼之鍊金術師 9
8323;9789861146133;鋼之鍊金術師 5
8324;9789861146102;鋼之鍊金術師 2
8325;9789861146157;鋼之鍊金術師 7
8326;9781581344493;The Gospel According to Job
8327;9780240805412;Avid Editing: A Guide for Beginning and Intermediate Users
8328;9781853264177;The Complete Poems (Poetry Library)
8329;9780670000968;Complete Short Stories  Vol 2
8330;9780141180304;D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places
8331;9780140186574;The Complete Poems
8332;9780375753732;Sons and Lovers
8333;9780521294300;The Woman Who Rode Away and Other Stories
8334;9780156031547;Amnesia Moon
8335;9780195098310;Paul Revere's Ride
8336;9780195121216;The Great Wave: Price Revolutions and the Rhythm of History
8337;9780195023664;Growing Old in America: The Bland-Lee Lectures Delivered at Clark University
8338;9780231121910;Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews
8339;9780449910832;The All-True Travels and Adventures of Lidie Newton
8340;9780385721875;The Age of Grief
8341;9781400033171;A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck
8342;9780373771660;Venetia
8343;9780099474463;Lady of Quality
8344;9780099476337;False Colours
8345;9780373836086;Sylvester
8346;9780099474425;The Convenient Marriage
8347;9780099476351;Sprig Muslin
8348;9780099474395;The Talisman Ring
8349;9780099474388;The Nonesuch
8350;9780373835492;The Foundling
8351;9780099283225;Ali and Nino
8352;9783548601311;Ali und Nino
8353;9780755321360;Last Rights (Francis Hancock #1)
8354;9781933397498;Belshazzar's Daughter (Inspector Ikmen #1)
8355;9780747267195;Deep Waters (Cetin Ikmen  #4)
8356;9780755321384;After the Mourning (Francis Hancock #2)
8357;9781570671043;Spiritual Midwifery
8358;9781570671814;Monday Night Class
8359;9780380731220;Summer of the Dragon
8360;9780380731152;Devil May Care
8361;9780380731954;The Deeds of the Disturber (Amelia Peabody  #5)
8362;9780786710652;The Mammoth Book of Egyptian Whodunnits
8363;9781933615035;The Best American Classics
8364;9780936184920;Cook's Illustrated 2005 (Cook's Illustrated Annuals)
8365;9780936184722;Cook's Illustrated 2003 (Cook's Illustrated Annuals)
8366;9780964017931;Cook's Illustrated 1995 (Cook's Illustrated Annuals)
8367;9780006511779;Zelda's Cut
8368;9780375806155;Thanksgiving on Thursday (Magic Tree House  #27)
8369;9781421506746;Rurouni Kenshin  Volume 27
8370;9781591164593;Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27)
8371;9781580070911;Sukhoi Su-27 Flanker (WarbirdTech  #42)
8372;9780486256078;1001 Illuminated Initial Letters: 27 Full-Color Plates
8373;9780843945195;Gold Rage (Wilderness  #27)
8374;9789875661707;Asfixia
8375;9780373713011;Expectant Father
8376;9780804119436;Horse Heaven
8377;9780316182546;White Oleander
8378;9780380784912;The Night Remembers (Night  #1)
8379;9780345476999;The Mephisto Club (Rizzoli & Isles  #6)
8380;9780345476982;Vanish (Rizzoli & Isles  #5)
8381;9780373771721;Call After Midnight & Under The Knife
8382;9780553815023;The Sinner (Rizzoli & Isles  #3)
8383;9780345458940;Body Double (Rizzoli & Isles  #4)
8384;9780671553043;Life Support
8385;9781400062454;The Family that Couldn't Sleep
8386;9780465069903;River Out of Eden: A Darwinian View of Life
8387;9780345346292;Dragons of Eden: Speculations on the Evolution of Human Intelligence
8388;9781593074067;Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1)
8389;9780395877432;Demonic Males: Apes and the Origins of Human Violence
8390;9780822953319;A Mad People's History of Madness
8391;9780743202411;A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons
8392;9780875526027;Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience
8393;9781595328403;Blame!  Vol. 7
8394;9780679887430;The Berenstain Bears and the Blame Game
8395;9781595328410;Blame!  Vol. 8
8396;9780415926300;The New Don't Blame Mother: Mending the Mother-Daughter Relationship
8397;9780765315083;Blame It on Paris
8398;9780099493679;No Wind of Blame (Inspector Hemingway #1)
8399;9781571458681;Uncle John's Presents Blame It on the Weather: Amazing Weather Facts
8400;9780553285550;Who's To Blame (Sweet Valley High  #66)
8401;9782723431026;Blame! #1
8402;9780345492791;Air Gear  Vol. 2 (Air Gear  #2)
8403;9780345492807;Air Gear  Vol. 3 (Air Gear  #3)
8404;9780345492784;Air Gear  Vol. 1 (Air Gear  #1)
8405;9780345492814;Air Gear  Vol. 4 (Air Gear  #4)
8406;9780765804716;Fire in the Minds of Men: Origins of the Revolutionary Faith
8407;9780060723514;Mutant Message Down Under
8408;9781932442526;Mutants & Masterminds: RPG
8409;9780142004821;Mutants: On Genetic Variety and the Human Body
8410;9780785121947;The New Mutants Classic  Vol. 1
8411;9781556523984;James Dean: The Mutant King: A Biography
8412;9780312423797;Dry
8413;9780936197449;Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind
8414;9788495311788;El Retrato De Dorian Gray
8415;9780743485043;Henry IV  Part 1
8416;9780743485050;Henry IV  Part 2
8417;9780141016702;Henry IV  part II
8418;9781904271062;King Henry IV  Part 2
8419;9788838461132;Piccole donne
8420;9780393979312;I Henry IV
8421;9780714541105;Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are
8422;9780321182746;Henry IV  Parts I & II
8423;9780451217417;Black Sunday
8424;9780099297703;Hannibal (Hannibal Lecter  #3)
8425;9780434009053;The Hannibal Lecter Trilogy
8426;9780553588255;Velocity
8427;9780425203897;Hideaway
8428;9780425192030;Lightning
8429;9780553582901;Icebound
8430;9780517064870;The Servants of Twilight / Darkfall / Phantoms
8431;9780425136980;Shadow Fires
8432;9780425195482;The Bad Place
8433;9780553579758;Fear Nothing (Moonlight Bay  #1)
8434;9780425147511;The Key to Midnight
8435;9780425210758;Mr. Murder
8436;9780425181102;Phantoms
8437;9780553584486;The Face
8438;9780425099339;Shattered
8439;9780553582918;Intensity
8440;9780553804812;The Good Guy
8441;9780425153970;The Eyes of Darkness
8442;9780451205421;The Door to December
8443;9780747236382;The Servants of Twilight
8444;9780425214596;Darkfall
8445;9780312867577;Ghosts and Grisly Things
8446;9781400075980;Shakespeare: The Biography
8447;9780321272508;The Necessary Shakespeare
8448;9780385722148;Shakespeare After All
8449;9780385720854;Playing Shakespeare: An Actor's Guide
8450;9780739312643;John Grisham Value Collection: A Time to Kill  The Firm  The Client
8451;9780385339704;The Pelican Brief
8452;9780316154970;The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3)
8453;9780316734950;"Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16)"
8454;9780446607278;"Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7)"
8455;9780316614566;The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6)
8456;9780446699556;"The Closers (Harry Bosch  #11; Harry Bosch Universe  #14)"
8457;9780446690454;"The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5)"
8458;9780446611626;Chasing the Dime
8459;9780446612739;"The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1)"
8460;9781853261404;Tales From Shakespeare
8461;9780425213100;Shakespeare's Champion (Lily Bard  #2)
8462;9780393050578;Will in the World: How Shakespeare Became Shakespeare
8463;9780671722876;Sonnets
8464;9780425196991;Shakespeare's Trollop (Lily Bard  #4)
8465;9780375509179;Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook
8466;9780300085068;Sonnets
8467;9780674637122;The Art of Shakespeare's Sonnets
8468;9780553804324;Hide (Detective D.D. Warren  #2)
8469;9780553584530;Alone (Detective D.D. Warren  #1)
8470;9780553578683;The Third Victim (Quincy & Rainie  #2)
8471;9780393320039;On Becoming a Novelist
8472;9780679734031;The Art of Fiction: Notes on Craft for Young Writers
8473;9780811216371;October Light
8474;9780393312874;Excellence
8475;9780878054893;Conversations with Bernard Malamud (Literary Conversations)
8476;9781593080648;Essential Tales and Poems
8477;9781883011383;Poetry  Tales and Selected Essays
8478;9780805208733;The Complete Stories
8479;9780805208863;The Sons
8480;9781593081805;The Metamorphosis and Other Stories
8481;9780684194264;The Metamorphosis And Other Stories
8482;9780671684020;Metamorphosis (Star Trek: The Next Generation)
8483;9780851703688;Lolita
8484;9780679772552;Lolita: The Screenplay
8485;9780679410430;Lolita
8486;9780141186184;Mysteries
8487;9780486431680;Hunger
8488;9781557131775;Victoria
8489;9780285647879;The Wanderer
8490;9780141180670;Pan
8491;9781931243193;The Last Joy
8492;9780970312556;In Wonderland
8493;9780671519162;Guilty as Charged
8494;9780762427321;On the Shoulders of Giants: The Great Works of Physics and Astronomy
8495;9780847827374;Visions of Heaven and Hell
8496;9780425165584;Books of Blood: Volumes One to Three (Books of Blood #1-3)
8497;9780060933159;Everville (Book of the Art #2)
8498;9780060933166;The Great and Secret Show (Book of the Art #1)
8499;9780060596385;Abarat: Days of Magic  Nights of War
8500;9780061094156;Imajica: The Reconciliation
8501;9780006482642;Sacrament
8502;9780743417341;The Inhuman Condition (Books of Blood  #4)
8503;9780819564528;Notebook of a Return to the Native Land
8504;9780375757181;The Return of the Native
8505;9780393927870;The Return of the Native
8506;9780553527407;The Stephen King Collection: Stories from Night Shift
8507;9780671046170;Blood and Smoke
8508;9780743520058;LT's Theory of Pets
8509;9788401474729;Carretera maldita
8510;9780451821287;Silver Bullet
8511;9780425134351;Patriot Games (Jack Ryan  #1)
8512;9780765300355;Legends
8513;9780446390576;Bare Bones: Conversations on Terror with Stephen King
8514;9780451213594;Four Past Midnight
8515;9780831727529;Gerald's Game
8516;9780743267533;Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season
8517;9788408042433;El talismán
8518;9788497594295;El umbral de la noche
8519;9788427011502;Rabia
8520;9780786890439;The Diary of Ellen Rimbauer: My Life at Rose Red
8521;9780679740131;Now and on Earth
8522;9780394299037;The Monkey
8523;9780670776054;Desperation / The Regulators: Box Set
8524;9780609810873;Ojos de fuego
8525;9781929068036;Tevye's Daughters: Collected Stories of Sholom Aleichem
8526;9780517412947;Favorite Tales of Sholom Aleichem
8527;9781558614987;Brown Girl  Brownstones
8528;9783499137303;V.
8529;9780374500528;Gimpel the Fool: And Other Stories
8530;9780812974416;At the Mountains of Madness
8531;9780870540387;At the Mountains of Madness and Other Novels
8532;9780345329455;At the Mountains of Madness and Other Tales of Terror
8533;9780843943993;Mountain Madness (Wilderness  #24)
8534;9780007127771;At the Mountains of Madness and Other Novels of Terror
8535;9780679413356;The Aeneid
8536;9780024277800;The Aeneid (Verse Translation)
8537;9781904633389;The Iliad
8538;9781590171455;War and the Iliad
8539;9780753453216;The Iliad
8540;9780425199329;Trojan Odyssey (Dirk Pitt  #17)
8541;9780140440461;The Divine Comedy II: Purgatory
8542;9780192835024;The Divine Comedy
8543;9780140441055;Paradiso (The Divine Comedy  #3)
8544;9780764804946;Modern Reader's Guide to Dante's the Divine Comedy
8545;9780140440225;The Canterbury Tales
8546;9780393925876;The Canterbury Tales: Fifteen Tales and the General Prologue
8547;9780310249870;Fanning the Flame: Bible  Cross  and Mission
8548;9781598184549;From the Earth to the Moon (Extraordinary Voyages  #4)
8549;9780786714957;The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne
8550;9780553213973;Journey to the Center of the Earth (Extraordinary Voyages  #3)
8551;9780237526887;20 000 Leagues Under The Sea
8552;9780812972122;The Mysterious Island (Extraordinary Voyages  #12)
8553;9781589630949;The Lighthouse at the End of the World
8554;9781885586421;The World of Jules Verne
8555;9781410103277;The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20)
8556;9780451529770;Around the World in Eighty Days
8557;9780812968569;Around the World in Eighty Days
8558;9780812966428;The Mysterious Island
8559;9781410102157;Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32)
8560;9780307276780;Final Payments
8561;9780307338464;Sliver of Truth (Ridley Jones #2)
8562;9780340824467;The Mothman Prophecies
8563;9781558743748;Intimate Communion: Awakening Your Sexual Essence
8564;9780684856278;Letter to a Man in the Fire: Does God Exist and Does He Care?
8565;9780684825106;The Promise of Rest
8566;9780743418720;Perfect Match
8567;9780140085303;Demon Box
8568;9780140139976;Sailor Song
8569;9781560251149;On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture
8570;9780670831746;The Further Inquiry
8571;9780060775858;Goodnight Moon
8572;9780061125935;Goodnight Moon 123: A Counting Book (Over the Moon)
8573;9781594862953;New Rules: Polite Musings from a Timid Observer
8574;9780743291354;True Story
8575;9780345412812;Does Anybody Have a Problem With That? The Best of Politically Incorrect
8576;9780141314570;The Outsiders
8577;9780896087644;Outsiders Within: Writing on Transracial Adoption
8578;9781401211950;Outsiders  Vol. 5: The Good Fight
8579;9780895941411;Sister Outsider: Essays and Speeches
8580;9780679742586;Caramelo
8581;9780739322796;The House on Mango Street
8582;9780806133638;Selections from Homer’s Iliad
8583;9780141013954;The Merchant of Venice
8584;9780689036910;Nancy Drew: Girl Detective: #1-4
8585;9781557091628;Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8)
8586;9781557091550;The Secret of the Old Clock (Nancy Drew Mystery Stories  #1)
8587;9781557092649;The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18)
8588;9781557092632;The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17)
8589;9781851682348;The Mantle of the Prophet: Religion and Politics in Iran
8590;9780812975291;The Greatest Generation
8591;9780712678865;Maverick: The Success Story Behind the World's Most Unusual Workplace
8592;9780821775899;Weekend Warriors (Sisterhood  #1)
8593;9780823084500;The Weekend Novelist
8594;9781585678136;The Week-End Book
8595;9780895872739;North Carolina Weekends
8596;9780375757976;Far from the Madding Crowd
8597;9780140436990;Selected Poems
8598;9780192834911;Selected Poetry
8599;9780743480710;Underworld (Underworld  #1)
8600;9781400049516;Underworld: The Mysterious Origins of Civilization
8601;9780060906825;The Dream and the Underworld
8602;9780439681360;Underworld (Star Wars: The Last of the Jedi  #3)
8603;9781569716182;Star Wars: Underworld - The Yavin Vassilika
8604;9780743480727;Underworld: Blood Enemy (Underworld  #2)
8605;9780345483195;Queen of the Underworld
8606;9780375823619;Ve  perro ¡Ve!
8607;9780156632775;Murder in the Cathedral
8608;9780060925819;Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages
8609;9782253150862;L'Équilibre du monde
8610;9780679434047;In the Kitchen with Rosie: Oprah's Favorite Recipes
8611;9780521532488;King Richard II
8612;9781903436332;King Richard II
8613;9780521297653;King Richard II
8614;9780684854755;Floating in My Mother's Palm
8615;9780684846118;Tearing the Silence: On Being German in America
8616;9780316182744;Paint it Black
8617;9780393978193;The Tempest
8618;9780786928576;The Day of the Tempest (Dragonlance: Dragons of a New Age  #2)
8619;9781559362108;A Tempest
8620;9781903436608;A Midsummer Night's Dream
8621;9781586634049;A Midsummer Night's Dream (SparkNotes Literature Guide)
8622;9780521532471;A Midsummer Night's Dream
8623;9782266075183;Minuit dans le jardin du bien et du mal
8624;9782869595941;Les Essais (mis en français moderne par Claude Pinganaud)
8625;9780822007357;Cliffs Notes on Hugo's Les Miserables
8626;9780140444308;Les Misérables
8627;9780691102573;Hamlet in Purgatory
8628;9780313324529;From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics
8629;9780300101058;Hamlet
8630;9780521532525;Hamlet  Prince of Denmark
8631;9780198321491;Romeo & Juliet
8632;9781580495783;Romeo and Juliet
8633;9780521532532;Romeo and Juliet
